GEOID,month,EHD_threshold
13219,6,27.326002
13219,7,28.4976995
13219,8,27.926
13221,6,27.165
13221,7,28.468
13221,8,27.911001
13223,6,26.566351649999998
13223,7,27.754002
13223,8,27.564274899999997
13225,6,28.016450149999997
13225,7,28.952002
13225,8,28.65415085
13227,6,25.266
13227,7,26.568
13227,8,26.342001
13229,6,28.223001
13229,7,29.294
13229,8,28.9703202
13231,6,27.019001
13231,7,28.027449999999998
13231,8,27.740002
13233,6,26.2769993
13233,7,27.515001
13233,8,27.359001
13235,6,28.485
13235,7,29.276001
13235,8,29.00875025
13237,6,27.559651350000003
13237,7,28.737650350000003
13237,8,28.37265135
13239,6,27.973001
13239,7,28.681002
13239,8,28.447
13241,6,23.980320199999998
13241,7,25.177002
13241,8,24.810200799999997
13243,6,28.052002
13243,7,28.681002
13243,8,28.432001
13245,6,28.2892005
13245,7,29.418001
13245,8,28.921001
13247,6,27.26215085
13247,7,28.366001
13247,8,28.046001
13249,6,27.80345055
13249,7,28.594002
13249,8,28.298252
13251,6,28.425001
13251,7,29.448002
13251,8,28.937002
13253,6,29.461002
13253,7,29.762001
13253,8,29.647900099999998
13255,6,27.017002
13255,7,28.051
13255,8,27.776001
13257,6,26.906002
13257,7,28.242
13257,8,27.715002
13259,6,27.779001
13259,7,28.628002
13259,8,28.358002
13261,6,28.1867515
13261,7,28.889002
13261,8,28.622002
13263,6,27.378002
13263,7,28.407001
13263,8,28.123001
13265,6,27.426
13265,7,28.7389519
13265,8,28.156002
13267,6,28.571001
13267,7,29.339
13267,8,29.045002
13269,6,27.663002
13269,7,28.553001
13269,8,28.236600199999998
13271,6,28.198002
13271,7,29.062002
13271,8,28.759
13273,6,28.236002
13273,7,28.841002
13273,8,28.640001
13275,6,28.365002
13275,7,28.882002
13275,8,28.749
13277,6,28.2181002
13277,7,28.920002
13277,8,28.764002
13279,6,28.482751999999998
13279,7,29.317001
13279,8,29.044
13281,6,22.9653006
13281,7,24.124
13281,8,23.878700000000002
13283,6,28.317955
13283,7,29.341002
13283,8,29.001001
13285,6,26.8790012
13285,7,27.982002
13285,8,27.791899
13287,6,28.246002
13287,7,28.866001
13287,8,28.693
13289,6,28.014002
13289,7,29.166002
13289,8,28.791002
13291,6,23.172
13291,7,24.444
13291,8,24.241001
13293,6,27.5564016
13293,7,28.531002
13293,8,28.285002
13295,6,26.076002
13295,7,27.301
13295,8,27.231
13297,6,27.181002
13297,7,28.366001
13297,8,27.862001
13299,6,28.46097
13299,7,29.311
13299,8,29.042002
13301,6,27.552002
13301,7,28.791002
13301,8,28.222002
13303,6,27.848001
13303,7,29.136002
13303,8,28.6099996
13305,6,28.341002
13305,7,29.347002
13305,8,28.954
13307,6,27.8607311
13307,7,28.588001
13307,8,28.315
13309,6,28.229002
13309,7,29.209002
13309,8,28.824001
13311,6,24.4717515
13311,7,25.697
13311,8,25.353
13313,6,26.54
13313,7,27.804
13313,8,27.619001
13315,6,28.321700299999996
13315,7,29.052002
13315,8,28.80245
13317,6,27.3306014
13317,7,28.697801599999995
13317,8,28.121002
13319,6,27.958002
13319,7,29.262001
13319,8,28.880001
13321,6,28.44
13321,7,29.02
13321,8,28.835001
16001,6,22.882002
16001,7,27.055002
16001,8,26.127
16003,6,19.017
16003,7,23.802002
16003,8,23.198002
16005,6,20.033
16005,7,23.764002
16005,8,22.787
16007,6,17.213001
16007,7,20.684051800000002
16007,8,19.640001
16009,6,18.659
16009,7,22.317001
16009,8,22.169
16011,6,19.667002
16011,7,23.183
16011,8,22.394001
16013,6,18.740002
16013,7,23.1
16013,8,22.318
16015,6,18.879061699999998
16015,7,23.579
16015,8,23.045002
16017,6,17.67865034999999
16017,7,21.404001
16017,8,21.251001
16019,6,18.139
16019,7,21.725
16019,8,21.062
16021,6,16.977900099999996
16021,7,21.05136
16021,8,20.798
16023,6,18.681002
16023,7,22.763
16023,8,21.597
16025,6,17.218
16025,7,21.543001
16025,8,20.815
16027,6,23.184002
16027,7,26.897001
16027,8,25.826002
16029,6,17.695002
16029,7,21.431002
16029,8,20.6074495
16031,6,20.338001
16031,7,24.356
16031,8,23.433
16033,6,17.237001
16033,7,21.101002
16033,8,20.435001
16035,6,18.282001
16035,7,22.267
16035,8,22.109001
16037,6,15.177001
16037,7,19.435001
16037,8,18.488
16039,6,21.299002
16039,7,25.849
16039,8,24.969002
16041,6,20.107
16041,7,23.794651299999995
16041,8,22.779001
16043,6,16.85
16043,7,20.35
16043,8,19.645
16045,6,21.842001
16045,7,26.246002
16045,8,25.439001
16047,6,22.722002
16047,7,26.490002
16047,8,25.537
16049,6,17.272001
16049,7,21.603
16049,8,21.306000400000002
16051,6,19
16051,7,22.217001
16051,8,21.392
16053,6,22.099
16053,7,25.675001
16053,8,24.543001
16055,6,18.764
16055,7,22.714
16055,8,22.561
16057,6,18.909
16057,7,22.471
16057,8,22.490002
16059,6,16.591002
16059,7,20.925001
16059,8,20.102001
16061,6,18.423
16061,7,22.802002
16061,8,22.871
16063,6,21.320002
16063,7,25.184002
16063,8,24.27
16065,6,18.108002
16065,7,21.457
16065,8,20.789001
16067,6,21.080002
16067,7,24.681002
16067,8,23.814001
16069,6,20.847
16069,7,25.529001
16069,8,25.372002
16071,6,20.820002
16071,7,24.844002
16071,8,23.7
16073,6,20.905
16073,7,25.148
16073,8,24.255001
16075,6,22.955002
16075,7,26.903002
16075,8,25.833551999999997
16077,6,20.336
16077,7,24.171001
16077,8,23.318
16079,6,17.262001
16079,7,21.255001
16079,8,21.094002
16081,6,16.707
16081,7,20.335001
16081,8,19.560001
16083,6,21.042002
16083,7,24.913002
16083,8,23.895
16085,6,15.467001
16085,7,19.797
16085,8,19.102001
16087,6,21.640001
16087,7,26.380001
16087,8,25.536001
17001,6,26.237001
17001,7,27.85
17001,8,26.827002
17003,6,27.680002
17003,7,28.806002
17003,8,28.121851999999997
17005,6,26.845001
17005,7,28.088001
17005,8,27.222002
17007,6,24.653002
17007,7,25.701002
17007,8,24.532950049999997
17009,6,25.993002
17009,7,27.47404544999999
17009,8,26.513551099999997
17011,6,25.254002
17011,7,26.349
17011,8,25.11
17013,6,26.699001
17013,7,28.366001
17013,8,27.385002
17015,6,24.652
17015,7,25.722002
17015,8,24.481
17017,6,26.088001
17017,7,27.399002
17017,8,26.357
17019,6,26.097002
17019,7,26.769975
17019,8,25.642002
17021,6,26.267002
17021,7,27.492
17021,8,26.529001
17023,6,26.737750249999998
17023,7,27.564001
17023,8,26.687002
17025,6,26.990002
17025,7,28.032001
17025,8,27.063002
17027,6,27.055152000000003
17027,7,28.227001
17027,8,27.556002
17029,6,26.291
17029,7,27.299002
17029,8,26.470001
17031,6,25.578001
17031,7,26.993002
17031,8,25.779001
17033,6,26.869001
17033,7,27.665
17033,8,26.792002
17035,6,26.537
17035,7,27.577002
17035,8,26.750002
17037,6,24.883001
17037,7,25.765001
17037,8,24.506
17039,6,26.117551099999996
17039,7,27.042002
17039,8,25.926
17041,6,26.211
17041,7,27.089
17041,8,26.082
17043,6,25.300001
17043,7,26.562002
17043,8,25.342001
17045,6,26.174002
17045,7,26.981
17045,8,26.025002
17047,6,27.15375125
17047,7,28.2544016
17047,8,27.430002
17049,6,26.618002
17049,7,27.783
17049,8,26.927401599999996
17051,6,26.694002
17051,7,27.817001
17051,8,26.974
17053,6,25.688002
17053,7,26.490002
17053,8,25.286001
17055,6,26.942800199999997
17055,7,28.203001
17055,8,27.508001
17057,6,25.918001
17057,7,27.207
17057,8,26.126001
17059,6,26.991001
17059,7,28.122002
17059,8,27.574001
17061,6,26.390001
17061,7,27.788002
17061,8,26.872002
17063,6,25.4417013
17063,7,26.381
17063,8,25.213001
17065,6,26.823002
17065,7,27.9923507
17065,8,27.322
17067,6,26.127
17067,7,27.655
17067,8,26.670002
17069,6,26.456450550000003
17069,7,27.670002
17069,8,27.330002
17071,6,25.761002
17071,7,27.041
17071,8,26.0002799
17073,6,25.324001
17073,7,26.631
17073,8,25.289001
17075,6,25.596
17075,7,26.455002
17075,8,25.156002
17077,6,27.095001
17077,7,28.289001
17077,8,27.63700095
17079,6,26.626001
17079,7,27.593
17079,8,26.754151850000003
17081,6,26.763
17081,7,28.036001
17081,8,27.284
17083,6,26.802002
17083,7,28.350002
17083,8,27.412649199999997
17085,6,24.186
17085,7,25.402
17085,8,24.223001
17087,6,26.816002
17087,7,28.04
17087,8,27.567001
17089,6,24.95985115
17089,7,26.023
17089,8,24.727001
17091,6,25.496
17091,7,26.531002
17091,8,25.329826299999997
17093,6,25.186
17093,7,26.169
17093,8,24.865002
17095,6,25.347002
17095,7,26.614
17095,8,25.43
17097,6,24.237001
17097,7,25.848001
17097,8,24.78
17099,6,25.329
17099,7,26.362999849999998
17099,8,25.202002
17101,6,26.937002
17101,7,27.80375025
17101,8,27.015001
17103,6,24.826002
17103,7,25.717001
17103,8,24.517002
17105,6,25.739849749999998
17105,7,26.654001
17105,8,25.460001
17107,6,26.269001
17107,7,27.36
17107,8,26.251001
17109,6,25.876001
17109,7,27.06762
17109,8,25.968
17111,6,24.476002
17111,7,25.667002
17111,8,24.475
17113,6,25.997002
17113,7,26.969002
17113,8,25.823002
17115,6,26.284
17115,7,27.430002
17115,8,26.44
17117,6,26.514002
17117,7,27.829
17117,8,26.914001
17119,6,27.219002
17119,7,28.787
17119,8,27.823002
17121,6,26.875002
17121,7,27.970855049999997
17121,8,27.188002
17123,6,25.513
17123,7,26.755001
17123,8,25.656002
17125,6,26.219002
17125,7,27.446950049999995
17125,8,26.423
17127,6,27.028002
17127,7,28.342001
17127,8,27.760002
17129,6,26.050001
17129,7,27.260502000000002
17129,8,26.330002
17131,6,25.371
17131,7,26.762001
17131,8,25.615002
17133,6,27.1845015
17133,7,28.796001
17133,8,27.981
17135,6,26.497002
17135,7,27.751001
17135,8,26.805002
17137,6,26.164001
17137,7,27.455951049999996
17137,8,26.458002
17139,6,26.229002
17139,7,27.283179999999998
17139,8,26.396725449999998
17141,6,24.712002
17141,7,25.6080006
17141,8,24.395
17143,6,25.603
17143,7,27.009
17143,8,25.863
17145,6,27.014002
17145,7,28.265450549999997
17145,8,27.589
17147,6,26.109001
17147,7,26.914300699999995
17147,8,25.819002
17149,6,26.285002
17149,7,27.927002
17149,8,26.961
17151,6,26.525002
17151,7,27.767002
17151,8,27.372002
17153,6,27.4617014
17153,7,28.676501000000002
17153,8,27.984001
17155,6,25.567850149999998
17155,7,26.7175005
17155,8,25.6095005
17157,6,27.191002
17157,7,28.634
17157,8,27.802002
17159,6,26.719151850000003
17159,7,27.727001
17159,8,26.902
17161,6,25.434002
17161,7,26.924002
17161,8,25.615002
17163,6,27.385002
17163,7,28.893002
17163,8,27.986002
17165,6,26.829
17165,7,27.917002
17165,8,27.410002
17167,6,26.214
17167,7,27.449001
17167,8,26.580002
17169,6,26.015001
17169,7,27.379002
17169,8,26.367
17171,6,26.250151849999995
17171,7,27.639151849999998
17171,8,26.709002
17173,6,26.356
17173,7,27.581001
17173,8,26.6687495
17175,6,25.250002
17175,7,26.520851699999998
17175,8,25.240002
17177,6,24.315
17177,7,25.340002
17177,8,24.1
17179,6,26.062002
17179,7,27.305002
17179,8,26.17725175
17181,6,27.123001
17181,7,28.316002
17181,8,27.7731503
17183,6,26.041
17183,7,26.686
17183,8,25.573002
17185,6,27.1343507
17185,7,28.106501
17185,8,27.358002
17187,6,25.474
17187,7,26.697
17187,8,25.550001
17189,6,26.977001
17189,7,28.2
17189,8,27.498001
17191,6,26.992
17191,7,28.02
17191,8,27.202002
17193,6,27.1002
17193,7,28.065
17193,8,27.348001
17195,6,25.070901099999993
17195,7,26.175001
17195,8,24.939001
17197,6,25.423
17197,7,26.557001
17197,8,25.346
17199,6,26.819002
17199,7,28.033
17199,8,27.406002
17201,6,24.625551449999993
17201,7,25.77095565
17201,8,24.535551450000003
17203,6,25.776150849999993
17203,7,27.073002
17203,8,25.915
18001,6,25.531002
18001,7,26.413002
18001,8,25.182001
18003,6,25.263
18003,7,26.154001
18003,8,24.783
18005,6,25.734001
18005,7,26.800001
18005,8,26.116001
18007,6,25.515001
18007,7,26.123001
18007,8,25.003
18009,6,25.521002
18009,7,26.220001
18009,8,25.196550449999997
18011,6,25.289350649999996
18011,7,26.06025075
18011,8,25.225
18013,6,25.693
18013,7,26.765001
18013,8,26.096
18015,6,25.383001
18015,7,26.166
18015,8,25.196001
18017,6,25.281002
18017,7,26.076002
18017,8,25.036001
18019,6,26.314001
18019,7,27.586
18019,8,27.1
18021,6,25.816002
18021,7,26.757002
18021,8,25.94
18023,6,25.269001
18023,7,26.053001
18023,8,25.053001
18025,6,25.79
18025,7,27.005001
18025,8,26.470001
18027,6,26.473001
18027,7,27.448824849999998
18027,8,26.719002
18029,6,25.324001
18029,7,26.630001
18029,8,26.185650350000003
18031,6,25.62
18031,7,26.720001
18031,8,25.989
18033,6,24.859001
18033,7,25.823002
18033,8,24.467001
18035,6,25.387001
18035,7,26.143002
18035,8,25.204
18037,6,26.269001
18037,7,27.368880599999997
18037,8,26.660002
18039,6,24.899002
18039,7,25.762001
18039,8,24.421150850000004
18041,6,24.958752
18041,7,25.904001
18041,8,25.218
18043,6,26.444052
18043,7,27.647001
18043,8,27.228
18045,6,25.819002
18045,7,26.499699999999997
18045,8,25.3788211
18047,6,25.204
18047,7,26.372002
18047,8,25.862001
18049,6,25.213350649999995
18049,7,25.939001
18049,8,24.742
18051,6,27.078001
18051,7,28.166002
18051,8,27.489002
18053,6,25.411150850000002
18053,7,26.168001
18053,8,25.125002
18055,6,25.808
18055,7,26.887001
18055,8,26.251001
18057,6,25.369001
18057,7,26.157001
18057,8,25.356
18059,6,25.411001
18059,7,26.244950049999996
18059,8,25.491001
18061,6,26.089
18061,7,27.35
18061,8,26.889002
18063,6,25.494001
18063,7,26.418001
18063,8,25.62
18065,6,24.656002
18065,7,25.432001
18065,8,24.703001
18067,6,25.302002
18067,7,26.136825650000002
18067,8,25.102001
18069,6,25.459002
18069,7,26.241001
18069,8,25.053001
18071,6,25.614
18071,7,26.784
18071,8,26.155
18073,6,25.406002
18073,7,26.132994999999998
18073,8,24.94
18075,6,25.335001
18075,7,26.173
18075,8,25.088001
18077,6,25.074001
18077,7,26.329
18077,8,25.814001
18079,6,25.452002
18079,7,26.586
18079,8,26.0132505
18081,6,25.712002
18081,7,26.615002
18081,8,25.876001
18083,6,26.840002
18083,7,27.720220450000003
18083,8,26.948002
18085,6,25.003
18085,7,25.864
18085,8,24.628
18087,6,24.7215505
18087,7,25.621
18087,8,24.265925
18089,6,25.380001
18089,7,26.458002
18089,8,25.298
18091,6,24.984001
18091,7,25.798400799999992
18091,8,24.559002
18093,6,25.6
18093,7,26.807001
18093,8,26.235
18095,6,25.289001
18095,7,26.027
18095,8,25.210001
18097,6,25.800001
18097,7,26.817001
18097,8,26.097002
18099,6,25.04015
18099,7,25.821001
18099,8,24.612001
18101,6,25.912
18101,7,27.04
18101,8,26.395
18103,6,25.261002
18103,7,26.119001
18103,8,25.02
18105,6,25.595001
18105,7,26.762001
18105,8,26.138
18107,6,25.230001
18107,7,25.970001
18107,8,24.948002
18109,6,25.451002
18109,7,26.519001
18109,8,25.820002
18111,6,25.497176299999996
18111,7,26.309002
18111,8,25.104002
18113,6,24.777
18113,7,25.671001
18113,8,24.3569994
18115,6,25.3397515
18115,7,26.722002
18115,8,26.250002
18117,6,25.701002
18117,7,26.893002
18117,8,26.303700299999996
18119,6,25.453001
18119,7,26.533
18119,8,25.85
18121,6,26.131
18121,7,26.935001
18121,8,25.914001
18123,6,26.399002
18123,7,27.588001
18123,8,27.0757515
18125,6,26.704
18125,7,27.78
18125,8,27.033179999999998
18127,6,25.130001
18127,7,26.093
18127,8,24.916
18129,6,27.23725075
18129,7,28.268002
18129,8,27.6558517
18131,6,25.205002
18131,7,25.9236012
18131,8,24.7546014
18133,6,25.225150300000003
18133,7,26.229002
18133,8,25.385002
18135,6,25.057150850000003
18135,7,25.781002
18135,8,24.871
18137,6,25.152175
18137,7,26.325
18137,8,25.864
18139,6,25.251001
18139,7,26.081001
18139,8,25.263551099999997
18141,6,24.907001
18141,7,25.775002
18141,8,24.557001
18143,6,25.495
18143,7,26.7315
18143,8,26.185001
18145,6,25.743002
18145,7,26.642002
18145,8,25.815
18147,6,26.991001
18147,7,28.077451549999996
18147,8,27.6007259
18149,6,25.088001
18149,7,25.717550449999994
18149,8,24.43
18151,6,24.411001
18151,7,25.309002
18151,8,24.039001
18153,6,26.559002
18153,7,27.355001
18153,8,26.605001
18155,6,25.343
18155,7,26.721349999999997
18155,8,26.214
18157,6,25.640001
18157,7,26.35
18157,8,25.349
18159,6,25.251001
18159,7,25.914750249999997
18159,8,25.017002
18161,6,24.913002
18161,7,25.893401599999997
18161,8,25.260402
18163,6,27.264002
18163,7,28.281002
18163,8,27.778002
18165,6,26.300001
18165,7,27.044
18165,8,25.986601399999998
18167,6,26.517002
18167,7,27.425001
18167,8,26.442001
18169,6,25.19
18169,7,26.03
18169,8,24.898801599999995
18171,6,25.692001
18171,7,26.3464482
18171,8,25.174002
18173,6,27.090002
18173,7,28.189001
18173,8,27.628002
18175,6,25.449495449999997
18175,7,26.782001
18175,8,26.238
18177,6,24.686
18177,7,25.507002
18177,8,24.771002
18179,6,25.509
18179,7,26.292002
18179,8,25.073002
18181,6,25.372351649999995
18181,7,26.099
18181,8,24.989
18183,6,24.873001
18183,7,25.760002
18183,8,24.411001
19001,6,25.208502000000003
19001,7,26.911001
19001,8,25.664001
19003,6,25.055
19003,7,26.91025175
19003,8,25.821001
19005,6,23.806002
19005,7,25.193
19005,8,24.057001
19007,6,25.138
19007,7,27.333540199999998
19007,8,26.232
19009,6,24.954
19009,7,26.27326
19009,8,25.041
19011,6,24.68925075
19011,7,26.072
19011,8,24.609001
19013,6,24.581001
19013,7,25.788002
19013,8,24.40834999999999
19015,6,24.926
19015,7,26.441002
19015,8,25.043001
19017,6,24.379151850000003
19017,7,25.506664999999998
19017,8,24.094351649999997
19019,6,24.237001
19019,7,25.37
19019,8,23.926
19021,6,24.661001
19021,7,25.941002
19021,8,24.395
19023,6,24.598001
19023,7,25.782001
19023,8,24.487001
19025,6,24.716002
19025,7,26.133001
19025,8,24.553001
19027,6,24.980001
19027,7,26.421001
19027,8,24.881
19029,6,25.241001
19029,7,26.730001
19029,8,25.576002
19031,6,24.875002
19031,7,26.101002
19031,8,24.796001
19033,6,23.956001
19033,7,25.264002
19033,8,23.954
19035,6,24.716002
19035,7,26.206001
19035,8,24.7
19037,6,23.880001
19037,7,25.022001
19037,8,23.699001
19039,6,25.05235165
19039,7,27.197
19039,8,25.826002
19041,6,24.580002
19041,7,25.911950049999994
19041,8,24.343
19043,6,23.888
19043,7,25.2710008
19043,8,24.017
19045,6,24.913002
19045,7,26.074001
19045,8,24.797
19047,6,24.872002
19047,7,26.475
19047,8,25.028002
19049,6,25.284951899999996
19049,7,26.894001
19049,8,25.536001
19051,6,25.513
19051,7,27.437002
19051,8,26.411001
19053,6,24.958752
19053,7,27.172
19053,8,25.983002
19055,6,23.949001
19055,7,25.121
19055,8,23.774002
19057,6,25.767002
19057,7,27.187275899999996
19057,8,26.165
19059,6,24.413002
19059,7,25.737350649999996
19059,8,24.121
19061,6,24.072
19061,7,25.378450899999997
19061,8,24.177002
19063,6,24.299002
19063,7,25.399002
19063,8,23.851251750000003
19065,6,23.810001
19065,7,24.968
19065,8,23.588001
19067,6,24.274002
19067,7,25.414001
19067,8,24.124
19069,6,24.310150850000003
19069,7,25.596
19069,8,24.158
19071,6,26.336
19071,7,27.855001
19071,8,26.660002
19073,6,25.125002
19073,7,26.566002
19073,8,25.068949999999997
19075,6,24.5495015
19075,7,25.841002
19075,8,24.508001
19077,6,25.258950049999996
19077,7,26.741001
19077,8,25.308951899999997
19079,6,24.854002
19079,7,26.136002
19079,8,24.521002
19081,6,24.196001
19081,7,25.362001
19081,8,23.936
19083,6,24.585001
19083,7,25.965002
19083,8,24.5139519
19085,6,25.554
19085,7,27.077002
19085,8,25.7
19087,6,25.579731099999997
19087,7,27.213001
19087,8,26.123001
19089,6,23.221
19089,7,24.329
19089,8,23.121
19091,6,24.585001
19091,7,25.75822575
19091,8,24.175001
19093,6,24.847002
19093,7,26.240002
19093,8,24.761651350000005
19095,6,25.016
19095,7,26.534
19095,8,25.085050950000003
19097,6,24.412
19097,7,25.617
19097,8,24.353
19099,6,25.142002
19099,7,26.841002
19099,8,25.418001
19101,6,25.758001
19101,7,27.393002
19101,8,26.326002
19103,6,25.196001
19103,7,26.672
19103,8,25.260002
19105,6,24.436800000000005
19105,7,25.667002
19105,8,24.318
19107,6,25.229002
19107,7,26.991300700000004
19107,8,25.649002
19109,6,24.479002
19109,7,25.553001
19109,8,23.99970139999998
19111,6,26.045351649999997
19111,7,27.67725175
19111,8,26.696001
19113,6,24.616001
19113,7,25.946001
19113,8,24.559002
19115,6,25.704
19115,7,27.244001
19115,8,26.005001
19117,6,25.045002
19117,7,27.253002
19117,8,26.004002
19119,6,24.475
19119,7,25.986002
19119,8,24.421001
19121,6,25.078001
19121,7,27.021002
19121,8,25.695002
19123,6,25.201002
19123,7,27.159
19123,8,25.742
19125,6,25.432001
19125,7,27.357
19125,8,26.0533007
19127,6,24.7
19127,7,26.192001
19127,8,24.717001
19129,6,26.305
19129,7,27.743002
19129,8,26.576002
19131,6,23.619001
19131,7,24.86425
19131,8,23.61
19133,6,25.414800200000002
19133,7,27.076002
19133,8,25.551
19135,6,25.149351999999997
19135,7,27.317001
19135,8,26.037
19137,6,25.656002
19137,7,27.163002
19137,8,26.027
19139,6,25.5066513
19139,7,26.9887913
19139,8,25.670002
19141,6,24.644650349999992
19141,7,25.914001
19141,8,24.425001
19143,6,24.397001
19143,7,25.538002
19143,8,24.006
19145,6,25.650002
19145,7,27.303001
19145,8,26.152
19147,6,24.591002
19147,7,25.862001
19147,8,24.228
19149,6,25.031002
19149,7,26.557001
19149,8,24.936449999999997
19151,6,24.831150850000004
19151,7,26.069002
19151,8,24.313002
19153,6,25.441002
19153,7,27.185650349999992
19153,8,25.854002
19155,6,25.772001
19155,7,27.175001
19155,8,25.982
19157,6,25.057001
19157,7,26.719002
19157,8,25.149002
19159,6,25.017002
19159,7,27.087002
19159,8,26.010002
19161,6,24.684002
19161,7,26.109001
19161,8,24.549002
19163,6,25.273
19163,7,26.543001
19163,8,25.242
19165,6,25.042002
19165,7,26.354002
19165,8,25.107
19167,6,24.802002
19167,7,26.23260119999999
19167,8,24.723001
19169,6,24.781002
19169,7,26.229002
19169,8,24.753
19171,6,24.619001
19171,7,26.082
19171,8,24.687
19173,6,25.176
19173,7,27.109001
19173,8,26.046001
19175,6,25.04
19175,7,26.930002
19175,8,25.814001
19177,6,25.876001
19177,7,27.6066012
19177,8,26.551
19179,6,25.631
19179,7,27.454
19179,8,26.228
19181,6,25.329801600000003
19181,7,27.36
19181,8,26.081001
19183,6,25.526150849999993
19183,7,27.035002
19183,8,25.793001
19185,6,24.825
19185,7,26.993002
19185,8,25.920002
19187,6,24.775601399999992
19187,7,26.121
19187,8,24.543001
19189,6,24.06591445
19189,7,25.271151850000003
19189,8,23.843
19191,6,23.516
19191,7,24.807001
19191,8,23.506
19193,6,25.142002
19193,7,26.748001
19193,8,25.210001
19195,6,23.642
19195,7,24.8829011
19195,8,23.588001
19197,6,24.705002
19197,7,25.73875
19197,8,24.1807515
20001,6,27.111002
20001,7,29.218002
20001,8,28.843002
20003,6,26.891
20003,7,29.289001
20003,8,28.776001
20005,6,26.959002
20005,7,29.043300699999996
20005,8,28.212301699999994
20007,6,28.444002
20007,7,30.602001
20007,8,29.856
20009,6,27.946001
20009,7,29.977001
20009,8,28.807001
20011,6,27.320002
20011,7,29.467001
20011,8,29.050001
20013,6,26.714150299999993
20013,7,28.613
20013,8,27.570002
20015,6,27.385002
20015,7,29.801
20015,8,29.237001
20017,6,26.975
20017,7,29.64385075
20017,8,28.925001
20019,6,27.274002
20019,7,29.597002
20019,8,29.495
20021,6,27.28
20021,7,29.185001
20021,8,29.153002
20023,6,25.61935064999999
20023,7,27.731
20023,8,26.371002
20025,6,28.271002
20025,7,30.129002
20025,8,29.333002
20027,6,27.825
20027,7,30.102001
20027,8,29.03865134999999
20029,6,27.571001
20029,7,29.733002
20029,8,28.517002
20031,6,26.841002
20031,7,29.266
20031,8,28.69792475
20033,6,28.191002
20033,7,30.315
20033,8,29.513
20035,6,27.718
20035,7,29.95
20035,8,29.574001
20037,6,27.344002
20037,7,29.352001
20037,8,29.203001
20039,6,26.142002
20039,7,28.362001
20039,8,27.016
20041,6,27.997002
20041,7,30.361002
20041,8,29.394001
20043,6,26.720001
20043,7,28.521002
20043,8,27.597002
20045,6,27.026001
20045,7,29.330301699999996
20045,8,28.712002
20047,6,27.595001
20047,7,29.788002
20047,8,28.848001
20049,6,26.997002
20049,7,29.314001
20049,8,29.057001
20051,6,27.77
20051,7,29.838001
20051,8,28.524002
20053,6,27.718951899999997
20053,7,29.865002
20053,8,28.673002
20055,6,27.27
20055,7,28.867
20055,8,27.797
20057,6,27.538002
20057,7,29.508001
20057,8,28.555002
20059,6,26.988
20059,7,29.379002
20059,8,28.805002
20061,6,27.255001
20061,7,29.699001
20061,8,28.803001
20063,6,26.966002
20063,7,28.972002
20063,8,27.677002
20065,6,27.169
20065,7,29.391
20065,8,27.971
20067,6,27.544
20067,7,28.756
20067,8,27.817001
20069,6,27.215002
20069,7,28.921001
20069,8,27.909
20071,6,26.006
20071,7,27.720001
20071,8,26.582
20073,6,26.844002
20073,7,29.262001
20073,8,28.8159917
20075,6,26.756
20075,7,28.340002
20075,8,27.192001
20077,6,28.624
20077,7,30.746002
20077,8,30.170002
20079,6,27.899701999999998
20079,7,30.263501
20079,8,29.382002
20081,6,27.321001
20081,7,28.718
20081,8,27.772001
20083,6,27.448299749999997
20083,7,29.69
20083,8,28.575
20085,6,26.826752
20085,7,28.980001
20085,8,28.184002
20087,6,27.063002
20087,7,29.424002
20087,8,28.653002
20089,6,26.803001
20089,7,28.896002
20089,8,27.511002
20091,6,27.005001
20091,7,29.268002
20091,8,28.589
20093,6,27.173002
20093,7,28.758001
20093,8,27.642002
20095,6,28.114002
20095,7,30.361002
20095,8,29.658494049999998
20097,6,27.491001
20097,7,29.765001
20097,8,28.886551450000006
20099,6,27.206001
20099,7,29.2
20099,8,29.113
20101,6,27.139002
20101,7,29.102650349999994
20101,8,27.837002
20103,6,27.053001
20103,7,29.30315085
20103,8,28.567150850000004
20105,6,28.053001
20105,7,30.398
20105,8,29.013
20107,6,26.784
20107,7,29.185001
20107,8,28.585001
20109,6,26.558
20109,7,28.352001
20109,8,27.049002
20111,6,26.814001
20111,7,29.350002
20111,8,28.724
20113,6,28.000002
20113,7,30.150002
20113,8,29.221074699999996
20115,6,27.576002
20115,7,29.999
20115,8,29.140001
20117,6,26.740002
20117,7,28.727001
20117,8,27.782001
20119,6,27.716002
20119,7,29.563002
20119,8,28.789280299999998
20121,6,26.865002
20121,7,29.159002
20121,8,28.557001
20123,6,27.637001
20123,7,29.978
20123,8,28.644001
20125,6,27.343
20125,7,29.4580013
20125,8,29.372002
20127,6,26.898
20127,7,29.545002
20127,8,28.639002
20129,6,27.365101899999992
20129,7,28.683
20129,8,27.642002
20131,6,26.505001
20131,7,28.513
20131,8,27.615002
20133,6,27.163002
20133,7,29.27
20133,8,29.055002
20135,6,27.340002
20135,7,29.619001
20135,8,28.314001
20137,6,26.665
20137,7,28.815
20137,8,27.576701999999997
20139,6,26.974149999999995
20139,7,29.411001
20139,8,28.77091445
20141,6,27.664001
20141,7,29.783
20141,8,28.456001
20143,6,28.237001
20143,7,30.704002
20143,8,29.49125075
20145,6,27.702300799999996
20145,7,29.885002
20145,8,28.823002
